Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition
Adam Henrique, 1.8763636363636365, 1.6666666666666667, 1.7564102564102564, 1.924390243902439
Anthony Stolarz, 25.34567901234568, 28.0, 24.7, 25.28125
Urho Vaakanainen, 1.0735294117647058, 1.0, 1.0, 1.0625
Jamie Drysdale, 1.5309734513274336, 1.3333333333333333, 1.4210526315789473, 1.6481481481481481
Kevin Shattenkirk, 2.0352272727272727, 2.0, 2.089655172413793, 2.006726457399103
Derek Grant, 1.3677884615384615, 1.0833333333333333, 1.5277777777777777, 1.415
Jakob Silfverberg, 2.35989010989011, 2.5714285714285716, 2.5467625899280577, 2.557951482479784
Cam Fowler, 1.6088435374149659, 1.5384615384615385, 1.5853658536585367, 1.7334851936218678
Sam Carrick, 1.2075471698113207, 1.3333333333333333, 0.9615384615384616, 1.1466666666666667
John Gibson, 0.9583333333333334, 0, 0.6666666666666666, 1.0526315789473684
Scott Harrington, 0.7862903225806451, 1.0, 0.6896551724137931, 0.84
Ryan Strome, 1.9234104046242775, 2.0526315789473686, 1.984375, 1.953757225433526
Nathan Beaulieu, 1.123644251626898, 0.9090909090909091, 1.2105263157894737, 1.0819672131147542
Brock McGinn, 1.5052410901467506, 1.1818181818181819, 1.452054794520548, 1.5798319327731092
Jayson Megna, 0.98989898989899, 0.8333333333333334, 1.380952380952381, 1.0
Frank Vatrano, 2.48728813559322, 3.0, 2.49438202247191, 2.5761316872427984
Colton White, 0.875784190715182, 1.0810810810810811, 0.965034965034965, 0.7880299251870324
Troy Terry, 1.9850746268656716, 1.4444444444444444, 1.6153846153846154, 1.875968992248062
Max Jones, 0.5188679245283019, 0.0, 0.7, 0.5769230769230769
Max Comtois, 1.4236453201970443, 1.25, 1.4444444444444444, 1.4387755102040816
Isac Lundestrom, 1.0398009950248757, 1.75, 1.0526315789473684, 1.134020618556701
Lukas Dostal, 31.0625, 0, 29.666666666666668, 35.333333333333336
Simon Benoit, 0.9603174603174603, 1.0, 1.1428571428571428, 0.9848484848484849
Brett Leason, 1.0465116279069768, 2.0, 0.75, 1.0222222222222221
Trevor Zegras, 2.364705882352941, 3.4, 2.5428571428571427, 2.566265060240964
Nikita Nesterenko, 1.1588235294117648, 0.9090909090909091, 1.2413793103448276, 1.1733333333333333
Mason McTavish, 1.9746835443037976, 1.3333333333333333, 1.5, 2.2
Gustav Nyquist, 2.18, 2.423076923076923, 2.32, 2.1884057971014492
Marc-Andre Fleury, 26.01326530612245, 24.627118644067796, 25.6, 26.12249443207127
Alex Goligoski, 1.5256038647342995, 1.2580645161290323, 1.6825396825396826, 1.4261036468330135
Ryan Reaves, 0.6699266503667481, 0.47619047619047616, 0.6566265060240963, 0.6683291770573566
Jared Spurgeon, 1.666270783847981, 1.5625, 1.5644171779141105, 1.6150121065375302
Marcus Johansson, 0.8222222222222222, 0.0, 1.1666666666666667, 0.8
Marcus Foligno, 1.180327868852459, 1.0, 1.1517241379310346, 1.1071428571428572
Mats Zuccarello, 2.0885072655217964, 2.2666666666666666, 1.9855072463768115, 2.026666666666667
Jon Merrill, 0.8327137546468402, 0.65, 0.8660714285714286, 0.73828125
John Klingberg, 1.9836333878887071, 1.9285714285714286, 2.240740740740741, 1.9315960912052117
Jonas Brodin, 1.278688524590164, 0.9285714285714286, 1.3216783216783217, 1.2970027247956404
Matt Dumba, 1.879251700680272, 1.7, 2.01010101010101, 1.8424657534246576
Oskar Sundqvist, 1.2729885057471264, 1.0, 1.0895522388059702, 1.2342857142857142
Ryan Hartman, 2.028225806451613, 2.0, 2.1149425287356323, 2.040160642570281
Frederick Gaudreau, 1.348, 1.0, 1.425, 1.441860465116279
Jake Middleton, 1.054054054054054, 1.0, 1.1363636363636365, 1.1159420289855073
Joel Eriksson Ek, 25.0, 0, 0, 25.0
Kirill Kaprizov, 3.462686567164179, 3.0, 3.5833333333333335, 3.1515151515151514
Sam Steel, 1.1875, 1.3333333333333333, 1.2820512820512822, 1.1007751937984496
Filip Gustavsson, 27.5, 0, 25.8, 28.916666666666668
Brandon Duhaime, 1.256198347107438, 1.6666666666666667, 1.2105263157894737, 1.305084745762712
Mason Shaw, 1.6491228070175439, 1.0, 1.8181818181818181, 1.7857142857142858
Samuel Walker, 0.875, 0, 1.0, 0.6666666666666666
Calen Addison, 1.2207792207792207, 0.5, 1.1666666666666667, 1.146341463414634
Connor Dewar, 1.1333333333333333, 1.5, 1.1176470588235294, 1.2181818181818183
Matt Boldy, 2.864406779661017, 3.3333333333333335, 2.3846153846153846, 3.1636363636363636
Jonathan Toews, 2.5349056603773583, 2.3684210526315788, 2.554913294797688, 2.429657794676806
Reese Johnson, 0.7840909090909091, 0.0, 1.0, 0.8666666666666667
Anton Khudobin, 25.173745173745175, 27.583333333333332, 24.654545454545456, 25.763513513513512
Alex Stalock, 23.826589595375722, 33.0, 24.133333333333333, 24.902173913043477
Tyler Johnson, 2.0531107738998484, 2.0526315789473686, 1.9173553719008265, 2.103030303030303
Jarred Tinordi, 0.7027027027027027, 0.7, 0.7142857142857143, 0.6625
Petr Mrazek, 25.125, 27.133333333333333, 24.783333333333335, 25.98235294117647
